ProviderID,Name,Address,City,State,Zipcode,County,Type,PatientVolume,Rating,Emergency Department Volume (EDV),LeftBeforeBeingSeen,Percent_LeftBeforeBeingSeen,DoortoDiagnosis,Time_DoortoDiagnosis,Time_DoortoAdmittedtoHospital,Time_DoortoDischarge,Percent_StrokeCTScanwithin45mins ,Time_HeartAttackECG,Time_BrokenBonesPainMedication
440109,HARDIN MEDICAL CENTER,935 WAYNE ROAD,SAVANNAH,TN,38372,"HARDIN COUNTY, TN",Government,Low,3,Low,1 Percent to 4 Percent,1,No Delay,15,312,158,72,7,48
440110,FORT LOUDON MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,"LOUDON COUNTY, TN",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,29,295,138,86,9,68
440111,METRO NASHVILLE GENERAL HOSPITAL,1818 ALBION STREET,NASHVILLE,TN,37208,"DAVIDSON COUNTY, TN",Government,Low,2,Low,5 Percent or More,17,Some Delay,35,286,138,,,60
440120,TENNOVA HEALTHCARE,900 EAST OAK HILL AVENUE,KNOXVILLE,TN,37917,"KNOX COUNTY, TN",For-Profit,Very High,1,Very High,1 Percent to 4 Percent,4,Some Delay,27,330,149,86,13,56
440125,FORT SANDERS REGIONAL MEDICAL CENTER,1901 W CLINCH AVE,KNOXVILLE,TN,37916,"KNOX COUNTY, TN",Non-Profit,High,4,High,1 Percent to 4 Percent,2,Some Delay,32,326,179,64,,61
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,"1201 BISHOP ST, PO BOX 310",UNION CITY,TN,38261,"OBION COUNTY, TN",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,17,193,114,91,7,68
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,"TIPTON COUNTY, TN",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,20,218,123,58,18,64
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,"HENRY COUNTY, TN",Government,Medium,4,Medium,1 Percent to 4 Percent,1,Some Delay,34,221,146,64,7,79
440133,SAINT THOMAS MIDTOWN HOSPITAL,2000 CHURCH ST,NASHVILLE,TN,37236,"DAVIDSON COUNTY, TN",Non-Profit,High,4,High,1 Percent to 4 Percent,3,Some Delay,27,230,182,,,53
440137,TENNOVA HEALTHCARE-SHELBYVILLE,2835 HWY 231 N,SHELBYVILLE,TN,37160,"BEDFORD COUNTY, TN",For-Profit,Low,2,Low,1 Percent to 4 Percent,2,No Delay,16,268,118,93,8,52
440144,TENNOVA HEALTHCARE-HARTON,1801 N JACKSON ST BOX 460,TULLAHOMA,TN,37388,"COFFEE COUNTY, TN",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,26,238,114,,6,51
440148,SAINT THOMAS DEKALB HOSPITAL,520 W MAIN ST,SMITHVILLE,TN,37166,"DEKALB COUNTY, TN",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,23,225,94,,7,43
440150,TRISTAR SUMMIT MEDICAL CENTER,5655 FRIST BLVD,HERMITAGE,TN,37076,"DAVIDSON COUNTY, TN",For-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,6,280,156,,7,35
440151,SAINT THOMAS RIVER PARK HOSPITAL,1559 SPARTA STREET,MC MINNVILLE,TN,37110,"WARREN COUNTY, TN",For-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,25,242,126,57,5,60
440152,REGIONAL ONE HEALTH,877 JEFFERSON AVENUE,MEMPHIS,TN,38103,"SHELBY COUNTY, TN",Government,Very High,2,Very High,1 Percent to 4 Percent,3,Some Delay,36,406,236,,,78
440153,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,435 2ND ST,NEWPORT,TN,37821,"COCKE COUNTY, TN",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,12,235,122,,4,44
440156,PARKRIDGE MEDICAL CENTER,2333 MCCALLIE AVE,CHATTANOOGA,TN,37404,"HAMILTON COUNTY, TN",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,6,363,118,95,6,36
440159,DELTA MEDICAL CENTER,3000 GETWELL RD,MEMPHIS,TN,38118,"SHELBY COUNTY, TN",For-Profit,Low,2,Low,5 Percent or More,6,,,192,,,,
440161,TRISTAR CENTENNIAL MEDICAL CENTER,2300 PATTERSON STREET,NASHVILLE,TN,37203,"DAVIDSON COUNTY, TN",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,6,253,129,,2,24
440173,PARKWEST MEDICAL CENTER,9352 PARK WEST BLVD,KNOXVILLE,TN,37923,"KNOX COUNTY, TN",Non-Profit,High,2,High,1 Percent to 4 Percent,2,Some Delay,27,276,162,70,,58
440175,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,HWY 43 S BOX 847,LAWRENCEBURG,TN,38464,"LAWRENCE COUNTY, TN",For-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,8,192,122,,4,30
440176,INDIAN PATH MEDICAL CENTER,2000 BROOKSIDE DR,KINGSPORT,TN,37660,"SULLIVAN COUNTY, TN",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,13,201,108,,8,39
440180,JELLICO COMMUNITY HOSPITAL,188 HOSPITAL LANE,JELLICO,TN,37762,"CAMPBELL COUNTY, TN",Non-Profit,Low,2,Low,1 Percent to 4 Percent,2,Some Delay,33,245,157,,15,84
440181,BOLIVAR GENERAL HOSPITAL,650 NUCKOLLS ROAD,BOLIVAR,TN,38008,"HARDEMAN COUNTY, TN",Government,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,39,234,128,,3,44
440182,MCKENZIE REGIONAL HOSPITAL,161 HOSPITAL DRIVE,MC KENZIE,TN,38201,"CARROLL COUNTY, TN",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,28,198,101,,3,55
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,"SHELBY COUNTY, TN",For-Profit,High,2,High,1 Percent to 4 Percent,1,Some Delay,26,300,172,,,69
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,"WASHINGTON COUNTY, TN",Non-Profit,Medium,5,Medium,1 Percent to 4 Percent,1,No Delay,16,234,132,,9,41
440185,TENNOVA HEALTHCARE-CLEVELAND,2305 CHAMBLISS AVE NW,CLEVELAND,TN,37311,"BRADLEY COUNTY, TN",For-Profit,High,1,High,5 Percent or More,5,No Delay,16,384,195,87,5,92
440187,LIVINGSTON REGIONAL HOSPITAL,315 OAK ST BOX 550,LIVINGSTON,TN,38570,"OVERTON COUNTY, TN",For-Profit,Low,2,Low,1 Percent to 4 Percent,1,No Delay,7,172,92,,2,24
440189,TENNOVA HEALTHCARE-REGIONAL JACKSON,367 HOSPITAL BLVD,JACKSON,TN,38305,"MADISON COUNTY, TN",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,33,197,112,,5,60
440192,SAINT THOMAS HIGHLANDS HOSPITAL,401 SEWELL DR,SPARTA,TN,38583,"WHITE COUNTY, TN",For-Profit,Low,3,Low,1 Percent to 4 Percent,3,Some Delay,24,234,102,,7,57
440193,TENNOVA HEALTHCARE-LEBANON,1411 BADDOUR PARKWAY,LEBANON,TN,37087,"WILSON COUNTY, TN",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,3,No Delay,17,258,141,64,4,51
440194,TRISTAR HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,TN,37075,"SUMNER COUNTY, TN",Non-Profit,High,4,High,1 Percent to 4 Percent,1,No Delay,5,225,117,,4,33
440197,TRISTAR SOUTHERN HILLS MEDICAL CENTER,391 WALLACE RD,NASHVILLE,TN,37211,"DAVIDSON COUNTY, TN",For-Profit,High,3,High,1 Percent to 4 Percent,1,No Delay,5,246,128,,5,34
440200,SAINT THOMAS STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,WOODBURY,TN,37190,"CANNON COUNTY, TN",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,24,186,73,,8,
440218,SAINT THOMAS HOSPITAL FOR SPECIALTY SURGERY,2011 MURPHY AVENUE,NASHVILLE,TN,37203,"DAVIDSON COUNTY, TN",Non-Profit,,,,,,,,,,,,
440227,TRISTAR STONECREST MEDICAL CENTER,200 STONECREST BOULEVARD,SMYRNA,TN,37167,"RUTHERFORD COUNTY, TN",For-Profit,High,3,High,1 Percent to 4 Percent,1,No Delay,8,297,177,95,7,24
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT,TN,38133,"SHELBY COUNTY, TN",For-Profit,High,2,High,1 Percent to 4 Percent,1,No Delay,15,285,161,100,,65
440231,TRUSTPOINT HOSPITAL,1009 NORTH THOMPSON LANE,MURFREESBORO,TN,37129,"RUTHERFORD COUNTY, TN",For-Profit,,,,,,,,,,,,
440232,HOUSTON COUNTY COMMUNITY HOSPITAL,5001 EAST MAIN STREET,ERIN,TN,37061,"HOUSTON COUNTY, TN",Government,Low,4,Low,Zero Percent,0,Some Delay,28,167,95,,9,50
441300,SAINT THOMAS HICKMAN HOSPITAL,135 EAST SWAN STREET,CENTERVILLE,TN,37033,"HICKMAN COUNTY, TN",Non-Profit,,,,,,,,,,,,
441301,TROUSDALE MEDICAL CENTER,500 CHURCH STREET,HARTSVILLE,TN,37074,"TROUSDALE COUNTY, TN",Non-Profit,,,,,,,,117,,,,
441303,THREE RIVERS HOSPITAL,451 HIGHWAY 13 SOUTH,WAVERLY,TN,37185,"HUMPHREYS COUNTY, TN",Non-Profit,Low,3,Low,1 Percent to 4 Percent,1,Some Delay,30,,102,,3,49
441304,JOHNSON COUNTY COMMUNITY HOSPITAL,1901 S SHADY ST,MOUNTAIN CITY,TN,37683,"JOHNSON COUNTY, TN",Non-Profit,,,,1 Percent to 4 Percent,1,No Delay,4,,72,,7,26
441305,MACON COUNTY GENERAL HOSPITAL,204 MEDICAL DRIVE,LAFAYETTE,TN,37083,"MACON COUNTY, TN",Non-Profit,Low,4,Low,1 Percent to 4 Percent,3,Some Delay,32,,115,,10,64
441306,ERLANGER BLEDSOE HOSPITAL,71 WHEELERTOWN AVENUE,PIKEVILLE,TN,37367,"BLEDSOE COUNTY, TN",Government,,,,,,Some Delay,22,,110,,8,46
441307,RIVERVIEW REGIONAL MEDICAL CENTER,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,"SMITH COUNTY, TN",For-Profit,Low,4,Low,Zero Percent,0,No Delay,4,179,103,,5,23
441309,MARSHALL MEDICAL CENTER,1080 NORTH ELLINGTON PARKWAY,LEWISBURG,TN,37091,"MARSHALL COUNTY, TN",Government,,4,,,,No Delay,18,216,117,,7,40
441310,RHEA MEDICAL CENTER,9400 RHEA COUNTY HIGHWAY,DAYTON,TN,37321,"RHEA COUNTY, TN",Government,,2,,,,Severe Delay,67,185,90,,9,76
441311,TRISTAR ASHLAND CITY MEDICAL CENTER,313 NORTH MAIN ST,ASHLAND CITY,TN,37015,"CHEATHAM COUNTY, TN",For-Profit,Low,,Low,1 Percent to 4 Percent,1,No Delay,3,173,74,,4,21
441313,WELLMONT HANCOCK COUNTY HOSPITAL,1519 MAIN STREET HWY 33,SNEEDVILLE,TN,37869,"HANCOCK COUNTY, TN",Non-Profit,,,,,,,,,,,,
441314,LAUDERDALE COMMUNITY HOSPITAL,326 ASBURY AVENUE,RIPLEY,TN,38063,"LAUDERDALE COUNTY, TN",For-Profit,Low,4,Low,1 Percent to 4 Percent,2,Some Delay,25,,120,,6,66
441315,COPPER BASIN MEDICAL CENTER,HIGHWAY 68,COPPERHILL,TN,37317,"POLK COUNTY, TN",Non-Profit,,,,,,No Delay,18,,93,,,
441316,CAMDEN GENERAL HOSPITAL,175 HOSPITAL DRIVE,CAMDEN,TN,38320,"BENTON COUNTY, TN",Government,,3,,,,Some Delay,24,240,124,,3,48
441319,CUMBERLAND RIVER HOSPITAL,100 OLD JEFFERSON ST,CELINA,TN,38551,"CLAY COUNTY, TN",Other,,,,,,,,140,,,,
443302,ST JUDE CHILDRENS RESEARCH HOSPITAL,262 DANNY THOMAS PLACE,MEMPHIS,TN,38105,"SHELBY COUNTY, TN",Non-Profit,,,,,,,,,,,,
443303,EAST TENNESSEE CHILDRENS HOSPITAL,2018 CLINCH AVE SW,KNOXVILLE,TN,37916,"KNOX COUNTY, TN",Non-Profit,,,,,,,,,,,,
450002,THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,2001 N OREGON ST,EL PASO,TX,79902,"EL PASO COUNTY, TX",For-Profit,Medium,1,Medium,1 Percent to 4 Percent,1,Some Delay,24,257,154,,,48
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,"KERR COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,28,277,161,88,3,48
450010,UNITED REGIONAL HEALTH CARE SYSTEM,1600 11TH STREET,WICHITA FALLS,TX,76301,"WICHITA COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,16,273,142,,,24
450011,ST JOSEPH REGIONAL HEALTH CENTER,2801 FRANCISCAN DR,BRYAN,TX,77802,"BRAZOS COUNTY, TX",Non-Profit,High,4,High,1 Percent to 4 Percent,3,Some Delay,26,254,126,,6,63
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,5200 HARRY HINES BLVD,DALLAS,TX,75235,"DALLAS COUNTY, TX",Government,Very High,1,Very High,5 Percent or More,7,Severe Delay,77,496,323,,,98
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,"GALVESTON COUNTY, TX",Government,Very High,2,Very High,1 Percent to 4 Percent,1,Some Delay,37,290,177,83,4,50
450021,BAYLOR UNIVERSITY MEDICAL CENTER,3500 GASTON AVE,DALLAS,TX,75246,"DALLAS COUNTY, TX",Non-Profit,Very High,3,Very High,5 Percent or More,5,Some Delay,20,370,244,,8,44
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,"VICTORIA COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,No Delay,18,212,113,87,,42
450024,UNIVERSITY MEDICAL CENTER OF EL PASO,4815 ALAMEDA AVE,EL PASO,TX,79905,"EL PASO COUNTY, TX",Government,High,2,High,1 Percent to 4 Percent,4,Some Delay,29,452,281,,,120
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,"CAMERON COUNTY, TX",For-Profit,High,3,High,1 Percent to 4 Percent,1,No Delay,17,266,162,100,,50
450029,LAREDO MEDICAL CENTER,1700 EAST SAUNDERS,LAREDO,TX,78044,"WEBB COUNTY, TX",For-Profit,High,3,High,5 Percent or More,9,Some Delay,36,478,209,74,,75
450032,CHRISTUS GOOD SHEPHERD MEDICAL CENTER MARSHALL,811 S WASHINGTON,MARSHALL,TX,75670,"HARRISON COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,No Delay,19,262,125,79,1,44
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,"CAMERON COUNTY, TX",For-Profit,High,4,High,5 Percent or More,5,Delayed,45,310,193,,,76
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,2830 CALDER AVENUE,BEAUMONT,TX,77702,"JEFFERSON COUNTY, TX",Non-Profit,High,2,High,1 Percent to 4 Percent,2,No Delay,19,399,149,67,13,66
450035,ST JOSEPH MEDICAL CENTER,1401 ST. JOSEPH PARKWAY,HOUSTON,TX,77002,"HARRIS COUNTY, TX",For-Profit,Medium,2,Medium,1 Percent to 4 Percent,3,Delayed,52,312,178,,,89
450037,CHRISTUS GOOD SHEPHERD MEDICAL CENTER- LONGVIEW,700 EAST MARSHALL AVENUE,LONGVIEW,TX,75601,"GREGG COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,17,304,130,83,2,42
450039,JPS HEALTH NETWORK,1500 S MAIN ST,FORT WORTH,TX,76104,"TARRANT COUNTY, TX",Government,Very High,3,Very High,1 Percent to 4 Percent,4,Some Delay,35,402,238,,,54
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,"LUBBOCK COUNTY, TX",Non-Profit,High,4,High,5 Percent or More,7,Delayed,44,245,211,,,100
450042,PROVIDENCE HEALTH CENTER,6901 MEDICAL PARKWAY,WACO,TX,76712,"MCLENNAN COUNTY, TX",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,4,No Delay,19,297,206,88,,49
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL,6201 HARRY HINES BLVD,DALLAS,TX,75390,"DALLAS COUNTY, TX",Government,High,4,High,1 Percent to 4 Percent,2,Some Delay,24,319,221,85,,63
450046,CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,600 ELIZABETH STREET,CORPUS CHRISTI,TX,78404,"NUECES COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,12,446,160,86,7,53
450051,METHODIST DALLAS MEDICAL CENTER,1441 NORTH BECKLEY AVENUE,DALLAS,TX,75203,"DALLAS COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,4,Delayed,45,356,244,,14,70
450054,SCOTT & WHITE MEDICAL CENTER - TEMPLE,2401 S  31ST ST,TEMPLE,TX,76508,"BELL COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,4,Some Delay,39,349,190,,,47
450055,ROLLING PLAINS MEMORIAL HOSPITAL,200 E ARIZONA,SWEETWATER,TX,79556,"NOLAN COUNTY, TX",Government,Low,4,Low,1 Percent to 4 Percent,1,Some Delay,22,214,96,,8,63
450056,SETON MEDICAL CENTER AUSTIN,1201 W 38TH ST,AUSTIN,TX,78705,"TRAVIS COUNTY, TX",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,23,248,191,,,65
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,"BEXAR COUNTY, TX",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,3,Delayed,46,344,174,66,,67
450064,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,800 W RANDOL MILL RD,ARLINGTON,TX,76012,"TARRANT COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,4,Some Delay,27,380,185,67,7,59
450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,6411 FANNIN,HOUSTON,TX,77030,"HARRIS COUNTY, TX",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,4,Some Delay,36,292,188,,,55
450072,BRAZOSPORT REGIONAL HEALTH SYSTEM,100 MEDICAL DRIVE,LAKE JACKSON,TX,77566,"BRAZORIA COUNTY, TX",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,No Delay,19,369,156,73,10,53
450078,ANSON GENERAL HOSPITAL,101 AVENUE J,ANSON,TX,79501,"JONES COUNTY, TX",Government,Low,3,Low,1 Percent to 4 Percent,1,No Delay,12,85,55,,,
450079,BAYLOR MEDICAL CENTER AT IRVING,1901 N MACARTHUR BLVD,IRVING,TX,75061,"DALLAS COUNTY, TX",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,2,No Delay,19,270,176,53,,38
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,"TITUS COUNTY, TX",Government,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,28,260,128,,11,54
450082,CHRISTUS SPOHN HOSPITAL BEEVILLE,1500 E HOUSTON HWY,BEEVILLE,TX,78102,"BEE COUNTY, TX",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,No Delay,4,261,96,,19,32
450083,EAST TEXAS MEDICAL CENTER,1000 SOUTH BECKHAM STREET,TYLER,TX,75701,"SMITH COUNTY, TX",Non-Profit,High,3,High,1 Percent to 4 Percent,2,Some Delay,32,287,144,,6,28
450085,GRAHAM REGIONAL MEDICAL CENTER,1301 MONTGOMERY ROAD,GRAHAM,TX,76450,"YOUNG COUNTY, TX",Government,Low,3,Low,1 Percent to 4 Percent,1,No Delay,18,237,130,50,4,78
450087,MEDICAL CITY NORTH HILLS,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,TX,76180,"TARRANT COUNTY, TX",For-Profit,Medium,3,Medium,1 Percent to 4 Percent,2,No Delay,4,283,143,95,,24
450090,NORTH TEXAS MEDICAL CENTER,1900 HOSPITAL BLVD,GAINESVILLE,TX,76240,"COOKE COUNTY, TX",Government,Low,3,Low,1 Percent to 4 Percent,1,No Delay,18,229,94,54,3,52
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,"MAVERICK COUNTY, TX",For-Profit,Medium,4,Medium,Zero Percent,0,No Delay,8,377,136,100,6,38
450097,BAYSHORE MEDICAL CENTER,4000 SPENCER HWY,PASADENA,TX,77504,"HARRIS COUNTY, TX",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,6,338,133,67,4,19
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,PAMPA,TX,79065,"GRAY COUNTY, TX",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,15,186,99,,5,52
450101,BAYLOR SCOTT & WHITE MEDICAL CENTER HILLCREST,100 HILLCREST MEDICAL BLVD,WACO,TX,76712,"MCLENNAN COUNTY, TX",Non-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,Some Delay,36,302,152,85,10,43
450102,CHRISTUS MOTHER FRANCES HOSPITAL,800 EAST DAWSON,TYLER,TX,75701,"SMITH COUNTY, TX",Non-Profit,Very High,5,Very High,1 Percent to 4 Percent,4,Delayed,44,274,177,,,60
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,"GUADALUPE COUNTY, TX",Non-Profit,Medium,3,Medium,1 Percent to 4 Percent,1,Some Delay,29,250,148,86,6,52
450107,LAS PALMAS MEDICAL CENTER,1801 NORTH OREGON STREET,EL PASO,TX,79902,"EL PASO COUNTY, TX",For-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,No Delay,4,311,142,,,35
450108,CONNALLY MEMORIAL MEDICAL CENTER,499 10TH STREET,FLORESVILLE,TX,78114,"WILSON COUNTY, TX",Government,Low,4,Low,1 Percent to 4 Percent,2,Some Delay,20,236,108,,8,45
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,"HIDALGO COUNTY, TX",For-Profit,Very High,3,Very High,1 Percent to 4 Percent,1,No Delay,5,273,115,75,7,38
450124,DELL SETON  MED CENTER AT THE UNIVERSITY OF TX,601 E 15TH STREET,AUSTIN,TX,78701,"TRAVIS COUNTY, TX",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,2,Some Delay,23,301,182,,,33
450128,KNAPP MEDICAL CENTER,1401 EAST EIGHT STREET,WESLACO,TX,78596,"HIDALGO COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,35,211,146,55,,55
450130,NIX HEALTH CARE SYSTEM,"414 NAVARRO, SUITE 600",SAN ANTONIO,TX,78205,"BEXAR COUNTY, TX",For-Profit,Low,3,Low,1 Percent to 4 Percent,4,No Delay,14,234,113,,,53
450132,MEDICAL CENTER HOSPITAL,500 W 4TH STREET,ODESSA,TX,79761,"ECTOR COUNTY, TX",Government,High,1,High,1 Percent to 4 Percent,2,Delayed,40,319,171,31,,50
450133,MIDLAND MEMORIAL HOSPITAL,400 ROSALIND REDFERN GROVER PARKWAY,MIDLAND,TX,79701,"MIDLAND COUNTY, TX",Government,High,3,High,1 Percent to 4 Percent,1,Some Delay,21,306,162,,,43
450135,TEXAS HEALTH HARRIS METHODIST FORT WORTH,1301 PENNSYLVANIA AVENUE,FORT WORTH,TX,76104,"TARRANT COUNTY, TX",Non-Profit,Very High,2,Very High,1 Percent to 4 Percent,1,Some Delay,21,397,173,,10,42
450137,BAYLOR SCOTT AND WHITE ALL SAINTS MEDICAL CENTER,1400 EIGHTH AVE,FORT WORTH,TX,76104,"TARRANT COUNTY, TX",Non-Profit,High,5,High,5 Percent or More,5,Some Delay,21,386,210,,,37
450143,SETON SMITHVILLE REGIONAL HOSPITAL,1201 HILL RD,SMITHVILLE,TX,78957,"BASTROP COUNTY, TX",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,Some Delay,24,213,103,,11,34
450144,PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,720 HOSPITAL DRIVE,ANDREWS,TX,79714,"ANDREWS COUNTY, TX",Government,Low,3,Low,1 Percent to 4 Percent,2,Some Delay,39,203,120,,3,58
450147,DETAR HEALTHCARE SYSTEM,506 E SAN ANTONIO ST,VICTORIA,TX,77902,"VICTORIA COUNTY, TX",For-Profit,High,3,High,1 Percent to 4 Percent,2,No Delay,15,254,132,91,6,49
450148,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,201 WALLS DRIVE,CLEBURNE,TX,76033,"JOHNSON COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,2,Some Delay,26,254,138,55,7,41
450152,METROPLEX HOSPITAL,2201 S CLEAR CREEK ROAD,KILLEEN,TX,76542,"BELL COUNTY, TX",Non-Profit,High,3,High,5 Percent or More,6,Some Delay,39,332,186,,5,67
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,78840,"VAL VERDE COUNTY, TX",Government,Medium,3,Medium,1 Percent to 4 Percent,2,Some Delay,24,276,127,77,15,64
450155,HEREFORD REGIONAL MEDICAL CENTER,801 EAST THIRD,HEREFORD,TX,79045,"DEAF SMITH COUNTY, TX",Government,Low,4,Low,1 Percent to 4 Percent,1,Some Delay,29,223,113,,38,49
450162,GRACE MEDICAL CENTER,2412 50TH ST,LUBBOCK,TX,79412,"LUBBOCK COUNTY, TX",For-Profit,Low,4,Low,1 Percent to 4 Percent,3,Some Delay,30,195,85,,8,72
450163,CHRISTUS SPOHN HOSPITAL KLEBERG,1311 EAST GENERAL CAVAZOS BLVD,KINGSVILLE,TX,78363,"KLEBERG COUNTY, TX",Non-Profit,Medium,2,Medium,1 Percent to 4 Percent,2,Some Delay,20,400,210,68,8,72
450165,METHODIST HOSPITAL SOUTH,1905 HWY 97 EAST,JOURDANTON,TX,78026,"ATASCOSA COUNTY, TX",For-Profit,Low,3,Low,1 Percent to 4 Percent,1,No Delay,17,258,121,,7,47
450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,MISSION,TX,78572,"HIDALGO COUNTY, TX",Non-Profit,Medium,4,Medium,1 Percent to 4 Percent,1,No Delay,15,260,115,,12,50
450184,MEMORIAL HERMANN HOSPITAL SYSTEM,1635  NORTH LOOP WEST,HOUSTON,TX,77008,"HARRIS COUNTY, TX",Non-Profit,Very High,4,Very High,1 Percent to 4 Percent,1,Some Delay,20,316,202,55,7,49
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,BRENHAM,TX,77833,"WASHINGTON COUNTY, TX",Non-Profit,Low,4,Low,1 Percent to 4 Percent,1,No Delay,13,211,112,100,7,39
